ht_new,ln_ht_new,u_new,v_new,ws_new,,ht_old,ln_ht_old,u_old,v_old,ws_old,,ws_adj,,,ln_ht_old_old,ht,,,u,v,ws_old_old,,ht_new_new,temp,moisture,u_new_new,v_new_new,ws_new_new,ln_ht
,,,,,,,,,,,,,,,6.809039306,906,270.12,2.942,10.41,-8.28,13.30137211,,913.5,269.96,2.943,10.34,-8.2,18.29552764,6.817283376
,,,,,,,,,,,,,,,6.813224795,909.8,270.09,2.942,10.41,-8.28,13.30137211,,917.2,269.93,2.943,10.34,-8.2,18.29552764,6.821325551
,,,,,,,,,,,,,,,6.817283376,913.5,269.96,2.943,10.34,-8.2,13.19680264,,921,269.9,2.943,10.34,-8.2,18.29552764,6.825460036
,,,,,,,,,,,,,,,6.821325551,917.2,269.93,2.943,10.34,-8.2,13.19680264,,924.7,269.77,2.944,10.36,-8.18,18.29880076,6.829469361
,,,,,,,,,,,,,,,6.825460036,921,269.9,2.943,10.34,-8.2,13.19680264,,928.4,269.74,2.944,10.36,-8.18,18.29880076,6.833462674
,,,,,,,,,,,,,,,6.829469361,924.7,269.77,2.944,10.36,-8.18,13.20007576,,932.1,269.7,2.944,10.36,-8.18,18.29880076,6.837440105
,,,,,,,,,,,,,,,6.833462674,928.4,269.74,2.944,10.36,-8.18,13.20007576,,935.9,269.67,2.944,10.36,-8.18,18.29880076,6.841508633
,,,,,,,,,,,,,,,6.837440105,932.1,269.7,2.944,10.36,-8.18,13.20007576,,939.3,269.54,2.945,10.29,-8.1,18.19430059,6.845134917
,,,,,,,,,,,,,,,6.841508633,935.9,269.67,2.944,10.36,-8.18,13.20007576,,942.2,269.51,2.945,10.29,-8.1,18.19430059,6.848217566
,,,,,,,,,,,,,,,6.845134917,939.3,269.54,2.945,10.29,-8.1,13.09557559,,945.1,269.48,2.945,10.29,-8.1,18.19430059,6.851290742
,,,,,,,,,,,,,,,6.848217566,942.2,269.51,2.945,10.29,-8.1,13.09557559,,948.1,269.35,2.946,10.31,-8.08,18.19767534,6.854459982
,,,,,,,,,,,,,,,6.851290742,945.1,269.48,2.945,10.29,-8.1,13.09557559,,951,269.31,2.946,10.31,-8.08,18.19767534,6.857514063
,,,,,,,,,,,,,,,6.854459982,948.1,269.35,2.946,10.31,-8.08,13.09895034,,953.9,269.28,2.946,10.31,-8.08,18.19767534,6.860558844
,,,,,,,,,,,,,,,6.857514063,951,269.31,2.946,10.31,-8.08,13.09895034,,956.8,269.24,2.946,10.24,-8,18.09324692,6.863594383
,,,,,,,,,,,,,,,6.860558844,953.9,269.28,2.946,10.31,-8.08,13.09895034,,959.7,269.12,2.947,10.24,-8,18.09324692,6.866620736
,,,,,,,,,,,,,,,6.863594383,956.8,269.24,2.946,10.24,-8,12.99452192,,962.7,269.11,2.947,10.24,-8,18.09324692,6.869741837
,,,,,,,,,,,,,,,6.866620736,959.7,269.12,2.947,10.24,-8,12.99452192,,965.6,269.08,2.947,10.26,-7.99,18.10286665,6.87274967
,,,,,,,,,,,,,,,6.869741837,962.7,269.11,2.947,10.24,-8,12.99452192,,968.5,269.05,2.947,10.26,-7.99,18.10286665,6.875748483
,,,,,,,,,,,,,,,6.87274967,965.6,269.08,2.947,10.26,-7.99,13.00414165,,971.4,268.94,2.948,10.23,-8.02,18.09769804,6.87873833
,,,,,,,,,,,,,,,6.875748483,968.5,269.05,2.947,10.26,-7.99,13.00414165,,974.1,268.92,2.948,10.22,-8.04,18.10218608,6.881513968
,,,,,,,,,,,,,,,6.87873833,971.4,268.94,2.948,10.23,-8.02,12.99897304,,976.1,268.89,2.948,10.2,-8.06,18.09886346,6.88356504
,,,,,,,,,,,,,,,6.881513968,974.1,268.92,2.948,10.22,-8.04,13.00346108,,978.2,268.87,2.948,10.17,-8.09,18.09399337,6.885714148
,,,,,,,,,,,,,,,6.88356504,976.1,268.89,2.948,10.2,-8.06,13.00013846,,980.2,268.75,2.949,10.16,-8.11,18.09863654,6.887756632
,,,,,,,,,,,,,,,6.885714148,978.2,268.87,2.948,10.17,-8.09,12.99526837,,982.2,268.72,2.949,10.15,-8.13,18.1033165,6.889794954
,,,,,,,,,,,,,,,6.887756632,980.2,268.75,2.949,10.16,-8.11,12.99991154,,984.3,268.71,2.949,10.12,-8.16,18.098725,6.891930729
,,,,,,,,,,,,,,,6.889794954,982.2,268.72,2.949,10.15,-8.13,13.0045915,,986.3,268.68,2.949,10.18,-8.24,18.19567121,6.893960568
,,,,,,,,,,,,,,,6.891930729,984.3,268.71,2.949,10.12,-8.16,13,,988.3,268.57,2.95,10.17,-8.26,18.20049969,6.895986295
,,,,,,,,,,,,,,,6.893960568,986.3,268.68,2.949,10.18,-8.24,13.09694621,,990.4,268.54,2.95,10.14,-8.3,18.20252598,6.898108902
,,,,,,,,,,,,,,,6.895986295,988.3,268.57,2.95,10.17,-8.26,13.10177469,,992.4,268.52,2.95,10.12,-8.31,18.19339949,6.900126252
,,,,,,,,,,,,,,,6.898108902,990.4,268.54,2.95,10.14,-8.3,13.10380098,,994.4,268.5,2.95,10.11,-8.33,18.19838149,6.90213954
,,,,,,,,,,,,,,,6.900126252,992.4,268.52,2.95,10.12,-8.31,13.09467449,,996.5,268.38,2.951,10.08,-8.37,18.20075919,6.90424914
,,,,,,,,,,,,,,,6.90213954,994.4,268.5,2.95,10.11,-8.33,13.09965648,,998.5,268.35,2.951,10.06,-8.39,18.19817919,6.906254153
,,,,,,,,,,,,,,,6.90424914,996.5,268.38,2.951,10.08,-8.37,13.10203419,,1000.6,268.34,2.951,10.05,-8.4,18.1969119,6.908355099
,,,,,,,,,,,,,,,6.906254153,998.5,268.35,2.951,10.06,-8.39,13.09945419,,1003.1,268.31,2.951,10.02,-8.44,18.199641,6.910850484
,,,,,,,,,,,,,,,6.908355099,1000.6,268.34,2.951,10.05,-8.4,13.0981869,,1005.7,268.28,2.951,10.01,-8.46,18.2048953,6.913439095
,,,,,,,,,,,,,,,6.910850484,1003.1,268.31,2.951,10.02,-8.44,13.100916,,1008.2,268.17,2.952,9.99,-8.47,18.19609115,6.915921842
,,,,,,,,,,,,,,,6.913439095,1005.7,268.28,2.951,10.01,-8.46,13.1061703,,1010.8,268.15,2.952,10.04,-8.57,18.29897121,6.918497376
,,,,,,,,,,,,,,,6.915921842,1008.2,268.17,2.952,9.99,-8.47,13.09736615,,1013.4,268.12,2.952,10.02,-8.59,18.2967741,6.921066293
,,,,,,,,,,,,,,,6.918497376,1010.8,268.15,2.952,10.04,-8.57,13.20024621,,1015.9,268.1,2.952,10.01,-8.61,18.30221696,6.923530198
,,,,,,,,,,,,,,,6.921066293,1013.4,268.12,2.952,10.02,-8.59,13.1980491,,1018.5,267.98,2.953,9.98,-8.64,18.29910378,6.926086236
,,,,,,,,,,,,,,,6.923530198,1015.9,268.1,2.952,10.01,-8.61,13.20349196,,1021.1,267.96,2.953,9.96,-8.66,18.29710369,6.928635757
,,,,,,,,,,,,,,,6.926086236,1018.5,267.98,2.953,9.98,-8.64,13.20037878,,1023.6,267.94,2.953,9.95,-8.68,18.30269789,6.931081104
,,,,,,,,,,,,,,,6.928635757,1021.1,267.96,2.953,9.96,-8.66,13.19837869,,1026.2,267.91,2.953,9.93,-8.69,18.29421666,6.933617939
,,,,,,,,,,,,,,,6.931081104,1023.6,267.94,2.953,9.95,-8.68,13.20397289,,1028.7,267.8,2.954,9.9,-8.73,18.29807726,6.936051148
,,,,,,,,,,,,,,,6.933617939,1026.2,267.91,2.953,9.93,-8.69,13.19549165,,1031.3,267.77,2.954,9.89,-8.75,18.3038225,6.938575421
,,,,,,,,,,,,,,,6.936051148,1028.7,267.8,2.954,9.9,-8.73,13.19935226,,1033.9,267.75,2.954,9.87,-8.76,18.29548597,6.941093339
,,,,,,,,,,,,,,,6.938575421,1031.3,267.77,2.954,9.89,-8.75,13.2050975,,1036.9,267.72,2.954,9.84,-8.8,18.29969466,6.943990772
,,,,,,,,,,,,,,,6.941093339,1033.9,267.75,2.954,9.87,-8.76,13.19676097,,1040.1,267.59,2.955,9.9,-8.88,18.39776256,6.947072141
,,,,,,,,,,,,,,,6.943990772,1036.9,267.72,2.954,9.84,-8.8,13.20096966,,1043.4,267.56,2.955,9.84,-8.8,18.29969466,6.950239891
,,,,,,,,,,,,,,,6.947072141,1040.1,267.59,2.955,9.9,-8.88,13.29903756,,1046.7,267.53,2.955,9.86,-8.78,18.30130051,6.953397637
,,,,,,,,,,,,,,,6.950239891,1043.4,267.56,2.955,9.84,-8.8,13.20096966,,1049.9,267.5,2.955,9.8,-8.7,18.20330435,6.956450201
,,,,,,,,,,,,,,,6.953397637,1046.7,267.53,2.955,9.86,-8.78,13.20257551,,1053.2,267.47,2.955,9.8,-8.7,18.20330435,6.959588428
,,,,,,,,,,,,,,,6.956450201,1049.9,267.5,2.955,9.8,-8.7,13.10457935,,1056.4,267.34,2.956,9.74,-8.61,18.09871346,6.96262218
,,,,,,,,,,,,,,,6.959588428,1053.2,267.47,2.955,9.8,-8.7,13.10457935,,1059.7,267.32,2.956,9.75,-8.6,18.09959036,6.965741128
,,,,,,,,,,,,,,,6.96262218,1056.4,267.34,2.956,9.74,-8.61,12.99998846,,1062.9,267.28,2.956,9.69,-8.51,17.99508883,6.968756301
,,,,,,,,,,,,,,,6.965741128,1059.7,267.32,2.956,9.75,-8.6,13.00086536,,1066.2,267.16,2.958,9.71,-8.5,18.00353418,6.971856204
,,,,,,,,,,,,,,,6.968756301,1062.9,267.28,2.956,9.69,-8.51,12.89636383,,1069.4,267.13,2.958,9.65,-8.41,17.89913906,6.974853023
,,,,,,,,,,,,,,,6.971856204,1066.2,267.16,2.958,9.71,-8.5,12.90480918,,1072.7,267.1,2.958,9.66,-8.4,17.90011555,6.977934114
,,,,,,,,,,,,,,,6.974853023,1069.4,267.13,2.958,9.65,-8.41,12.80041406,,1075.9,267.07,2.958,9.58,-8.33,17.7938146,6.9809128
,,,,,,,,,,,,,,,6.977934114,1072.7,267.1,2.958,9.66,-8.4,12.80139055,,1079.2,266.93,2.959,9.6,-8.32,17.80236228,6.983975305
,,,,,,,,,,,,,,,6.9809128,1075.9,267.07,2.958,9.58,-8.33,12.6950896,,1082.5,266.91,2.959,9.54,-8.23,17.69810991,6.98702846
,,,,,,,,,,,,,,,6.983975305,1079.2,266.93,2.959,9.6,-8.32,12.70363727,,1085.8,266.87,2.959,9.55,-8.22,17.69915753,6.990072321
,,,,,,,,,,,,,,,6.98702846,1082.5,266.91,2.959,9.54,-8.23,12.59938491,,1089.1,266.74,2.96,9.57,-8.2,17.70130013,6.993106946
,,,,,,,,,,,,,,,6.990072321,1085.8,266.87,2.959,9.55,-8.22,12.60043253,,1092.5,266.71,2.96,9.51,-8.12,17.60370401,6.996223927
,,,,,,,,,,,,,,,6.993106946,1089.1,266.74,2.96,9.57,-8.2,12.60257513,,1095.8,266.68,2.96,9.52,-8.1,17.598341,6.999239969
,,,,,,,,,,,,,,,6.996223927,1092.5,266.71,2.96,9.51,-8.12,12.50497901,,1099.1,266.55,2.961,9.46,-8.02,17.5008216,7.002246942
,,,,,,,,,,,,,,,6.999239969,1095.8,266.68,2.96,9.52,-8.1,12.49961599,,1102.4,266.51,2.961,9.47,-8,17.49553507,7.0052449
,,,,,,,,,,,,,,,7.002246942,1099.1,266.55,2.961,9.46,-8.02,12.4020966,,1105.7,266.48,2.961,9.41,-7.92,17.3980949,7.008233898
,,,,,,,,,,,,,,,7.0052449,1102.4,266.51,2.961,9.47,-8,12.39681007,,1109.1,266.35,2.962,9.42,-7.91,17.39931442,7.011304155
,,,,,,,,,,,,,,,7.008233898,1105.7,266.48,2.961,9.41,-7.92,12.2993699,,1112.4,266.31,2.962,9.36,-7.83,17.30194179,7.014275122
,,,,,,,,,,,,,,,7.011304155,1109.1,266.35,2.962,9.42,-7.91,12.30058942,,1115.7,266.28,2.962,9.37,-7.81,17.29679862,7.01723729
,,,,,,,,,,,,,,,7.014275122,1112.4,266.31,2.962,9.36,-7.83,12.20321679,,1119.3,266.24,2.962,9.31,-7.73,17.1995101,7.020458769
,,,,,,,,,,,,,,,7.01723729,1115.7,266.28,2.962,9.37,-7.81,12.19807362,,1123.2,266.11,2.963,9.32,-7.71,17.19444739,7.023937033
,,,,,,,,,,,,,,,7.020458769,1119.3,266.24,2.962,9.31,-7.73,12.1007851,,1127.2,266.08,2.963,9.26,-7.63,17.09724574,7.027491961
,,,,,,,,,,,,,,,7.023937033,1123.2,266.11,2.963,9.32,-7.71,12.09572238,,1131.1,266.04,2.963,9.27,-7.62,17.0986125,7.03094589
,,,,,,,,,,,,,,,7.027491961,1127.2,266.08,2.963,9.26,-7.63,11.99852074,,1135,265.91,2.964,9.21,-7.54,17.00148519,7.03438793
,,,,,,,,,,,,,,,7.03094589,1131.1,266.04,2.963,9.27,-7.62,11.9998875,,1138.9,265.88,2.964,9.22,-7.52,16.99657355,7.037818163
,,,,,,,,,,,,,,,7.03438793,1135,265.91,2.964,9.21,-7.54,11.90276018,,1142.9,265.84,2.964,9.23,-7.51,16.99801069,7.041324171
,,,,,,,,,,,,,,,7.037818163,1138.9,265.88,2.964,9.22,-7.52,11.89784855,,1146.8,265.71,2.965,9.26,-7.47,16.99614069,7.044730734
,,,,,,,,,,,,,,,7.041324171,1142.9,265.84,2.964,9.23,-7.51,11.89928569,,1150.7,265.68,2.965,9.29,-7.44,17.00072903,7.048125732
,,,,,,,,,,,,,,,7.044730734,1146.8,265.71,2.965,9.26,-7.47,11.89741569,,1154.7,265.65,2.965,9.31,-7.41,16.99764092,7.051595849
,,,,,,,,,,,,,,,7.048125732,1150.7,265.68,2.965,9.29,-7.44,11.90200403,,1158.6,265.51,2.966,9.35,-7.36,16.99797288,7.054967659
,,,,,,,,,,,,,,,7.051595849,1154.7,265.65,2.965,9.31,-7.41,11.89891592,,1162.5,265.48,2.966,9.38,-7.33,17.00306455,7.058328137
,,,,,,,,,,,,,,,7.054967659,1158.6,265.51,2.966,9.35,-7.36,11.89924788,,1166.4,265.45,2.966,9.4,-7.29,16.99427459,7.061677361
,,,,,,,,,,,,,,,7.058328137,1162.5,265.48,2.966,9.38,-7.33,11.90433954,,1170.4,265.41,2.966,9.43,-7.26,16.99967034,7.06510085
,,,,,,,,,,,,,,,7.061677361,1166.4,265.45,2.966,9.4,-7.29,11.89554959,,1173.9,265.28,2.967,9.47,-7.21,17.0010357,7.068086818
,,,,,,,,,,,,,,,7.06510085,1170.4,265.41,2.966,9.43,-7.26,11.90094534,,1177.3,265.24,2.967,9.49,-7.18,16.99883004,7.07097896
,,,,,,,,,,,,,,,7.068086818,1173.9,265.28,2.967,9.47,-7.21,11.9023107,,1180.8,265.2,2.967,9.52,-7.15,17.00472769,7.073947454
,,,,,,,,,,,,,,,7.07097896,1177.3,265.24,2.967,9.49,-7.18,11.90010504,,1184.3,265.06,2.968,9.54,-7.11,16.99677946,7.076907162
,,,,,,,,,,,,,,,7.073947454,1180.8,265.2,2.967,9.52,-7.15,11.90600269,,1187.7,265.01,2.968,9.58,-7.06,16.99914516,7.079773943
,,,,,,,,,,,,,,,7.076907162,1184.3,265.06,2.968,9.54,-7.11,11.89805446,,1191.2,264.97,2.968,9.6,-7.03,16.99750225,7.082716481
,,,,,,,,,,,,,,,7.079773943,1187.7,265.01,2.968,9.58,-7.06,11.90042016,,1194.6,264.83,2.969,9.63,-6.99,16.99817877,7.08556668
,,,,,,,,,,,,,,,7.082716481,1191.2,264.97,2.968,9.6,-7.03,11.89877725,,1198.1,264.78,2.969,9.65,-6.96,16.99679627,7.088492248
,,,,,,,,,,,,,,,7.08556668,1194.6,264.83,2.969,9.63,-6.99,11.89945377,,1201.6,264.74,2.969,9.68,-6.93,17.00365255,7.091409281
,,,,,,,,,,,,,,,7.088492248,1198.1,264.78,2.969,9.65,-6.96,11.89807127,,1205,264.6,2.97,9.71,-6.88,16.99908214,7.094234846
,,,,,,,,,,,,,,,7.091409281,1201.6,264.74,2.969,9.68,-6.93,11.90492755,,1208.5,264.55,2.97,9.74,-6.84,17.00053999,7.0971352
,,,,,,,,,,,,,,,7.094234846,1205,264.6,2.97,9.71,-6.88,11.90035714,,1212.2,264.41,2.971,9.76,-6.81,16.99972076,7.10019217
,,,,,,,,,,,,,,,7.0971352,1208.5,264.55,2.97,9.74,-6.84,11.90181499,,1217.7,264.37,2.971,9.78,-6.77,16.99331621,7.104719113
,,,,,,,,,,,,,,,7.10019217,1212.2,264.41,2.971,9.76,-6.81,11.90099576,,1223.1,264.23,2.971,9.81,-6.74,17.00098109,7.109143898
,,,,,,,,,,,,,,,7.104719113,1217.7,264.37,2.971,9.78,-6.77,11.89459121,,1228.6,264.09,2.974,9.84,-6.69,16.99753587,7.113630589
,,,,,,,,,,,,,,,7.109143898,1223.1,264.23,2.971,9.81,-6.74,11.90225609,,1234,264.05,2.974,9.95,-6.71,17.09983328,7.118016204
,,,,,,,,,,,,,,,7.113630589,1228.6,264.09,2.974,9.84,-6.69,11.89881086,,1239.5,263.91,2.975,9.97,-6.68,17.0996958,7.122463351
,,,,,,,,,,,,,,,7.118016204,1234,264.05,2.974,9.95,-6.71,12.00110828,,1244.9,263.87,2.975,10,-6.64,17.10245775,7.126810484
,,,,,,,,,,,,,,,7.122463351,1239.5,263.91,2.975,9.97,-6.68,12.00097079,,1250.4,263.73,2.976,10.02,-6.61,17.10257855,7.131218779
,,,,,,,,,,,,,,,7.126810484,1244.9,263.87,2.975,10,-6.64,12.00373275,,1255.8,263.69,2.976,10.05,-6.55,17.09476601,7.135528099
,,,,,,,,,,,,,,,7.131218779,1250.4,263.73,2.976,10.02,-6.61,12.00385355,,1261.3,263.55,2.977,10.08,-6.52,17.10359068,7.139898214
,,,,,,,,,,,,,,,7.135528099,1255.8,263.69,2.976,10.05,-6.55,11.99604101,,1266.7,263.5,2.977,10.1,-6.48,17.09874167,7.144170372
,,,,,,,,,,,,,,,7.139898214,1261.3,263.55,2.977,10.08,-6.52,12.00486568,,1272.2,263.37,2.978,10.12,-6.45,17.09942915,7.148502964
,,,,,,,,,,,,,,,7.144170372,1266.7,263.5,2.977,10.1,-6.48,12.00001667,,1277.6,263.32,2.978,10.16,-6.57,17.19791919,7.152738597
,,,,,,,,,,,,,,,7.148502964,1272.2,263.37,2.978,10.12,-6.45,12.00070415,,1283.1,263.18,2.978,10.11,-6.64,17.19424897,7.157034304
,,,,,,,,,,,,,,,7.152738597,1277.6,263.32,2.978,10.16,-6.57,12.09919419,,1288.5,263.04,2.98,10.16,-6.75,17.29659777,7.16123403
,,,,,,,,,,,,,,,7.157034304,1283.1,263.18,2.978,10.11,-6.64,12.09552397,,1294,263,2.98,10.11,-6.82,17.29399048,7.165493475
,,,,,,,,,,,,,,,7.16123403,1288.5,263.04,2.98,10.16,-6.75,12.19787277,,1299.4,262.86,2.981,10.15,-6.95,17.40014768,7.169657898
,,,,,,,,,,,,,,,7.165493475,1294,263,2.98,10.11,-6.82,12.19526547,,1305.4,262.81,2.981,10.1,-7.02,17.39874126,7.174264786
,,,,,,,,,,,,,,,7.169657898,1299.4,262.86,2.981,10.15,-6.95,12.30142268,,1311.7,262.65,2.982,10.15,-7.13,17.50273242,7.179079285
,,,,,,,,,,,,,,,7.174264786,1305.4,262.81,2.981,10.1,-7.02,12.30001626,,1317.9,262.6,2.982,10.1,-7.2,17.5023535,7.18379484
,,,,,,,,,,,,,,,7.179079285,1311.7,262.65,2.982,10.15,-7.13,12.40400742,,1324.1,262.45,2.983,10.13,-7.33,17.60255641,7.188488262
,,,,,,,,,,,,,,,7.18379484,1317.9,262.6,2.982,10.1,-7.2,12.4036285,,1330.3,262.38,2.983,10.17,-7.44,17.69961783,7.19315976
,,,,,,,,,,,,,,,7.188488262,1324.1,262.45,2.983,10.13,-7.33,12.50383141,,1336.5,262.24,2.983,10.12,-7.51,17.70088751,7.197809536
,,,,,,,,,,,,,,,7.19315976,1330.3,262.38,2.983,10.17,-7.44,12.60089283,,1342.7,262.18,2.983,10.16,-7.63,17.80472752,7.202437791
,,,,,,,,,,,,,,,7.197809536,1336.5,262.24,2.983,10.12,-7.51,12.60216251,,1349,262.02,2.983,10.1,-7.7,17.7991187,7.207118856
,,,,,,,,,,,,,,,7.202437791,1342.7,262.18,2.983,10.16,-7.63,12.70600252,,1355.2,261.96,2.983,10.14,-7.81,17.89777575,7.211704324
,,,,,,,,,,,,,,,7.207118856,1349,262.02,2.983,10.1,-7.7,12.70039369,,1361.4,261.81,2.983,10.09,-7.88,17.90116617,7.216268861
,,,,,,,,,,,,,,,7.211704324,1355.2,261.96,2.983,10.14,-7.81,12.79905075,,1367.6,261.66,2.988,10.12,-8,17.99889554,7.220812658
,,,,,,,,,,,,,,,7.216268861,1361.4,261.81,2.983,10.09,-7.88,12.80244117,,1373.8,261.6,2.988,10.16,-8.11,18.09863654,7.225335902
,,,,,,,,,,,,,,,7.220812658,1367.6,261.66,2.988,10.12,-8,12.90017054,,1380,261.45,2.989,10.1,-8.18,18.09574004,7.229838778
,,,,,,,,,,,,,,,7.225335902,1373.8,261.6,2.988,10.16,-8.11,12.99991154,,1386.2,261.39,2.989,10.14,-8.3,18.20252598,7.234321469
,,,,,,,,,,,,,,,7.229838778,1380,261.45,2.989,10.1,-8.18,12.99701504,,1392.5,261.24,2.99,10.09,-8.35,18.19569412,7.238855972
,,,,,,,,,,,,,,,7.234321469,1386.2,261.39,2.989,10.14,-8.3,13.10380098,,1398.7,261.18,2.99,10.11,-8.48,18.29427349,7.243298513
,,,,,,,,,,,,,,,7.238855972,1392.5,261.24,2.99,10.09,-8.35,13.09696912,,1404.9,261.02,2.99,10.14,-8.6,18.39457398,7.247721405
,,,,,,,,,,,,,,,7.243298513,1398.7,261.18,2.99,10.11,-8.48,13.19554849,,1411.2,260.97,2.99,10.1,-8.66,18.40307016,7.252195685
,,,,,,,,,,,,,,,7.247721405,1404.9,261.02,2.99,10.14,-8.6,13.29584898,,1417.5,260.81,2.99,10.13,-8.77,18.49759809,7.256650036
,,,,,,,,,,,,,,,7.252195685,1411.2,260.97,2.99,10.1,-8.66,13.30434515,,1423.9,260.75,2.99,10.16,-8.89,18.59901018,7.261154865
,,,,,,,,,,,,,,,7.256650036,1417.5,260.81,2.99,10.13,-8.77,13.39887309,,1430.3,260.6,2.99,10.11,-8.95,18.60111738,7.265639491
,,,,,,,,,,,,,,,7.261154865,1423.9,260.75,2.99,10.16,-8.89,13.50028518,,1436.6,260.45,2.99,10.12,-9.08,18.69507745,7.27003449
,,,,,,,,,,,,,,,7.265639491,1430.3,260.6,2.99,10.11,-8.95,13.50239238,,1443,260.38,2.99,10.15,-9.2,18.79772131,7.274479559
,,,,,,,,,,,,,,,7.27003449,1436.6,260.45,2.99,10.12,-9.08,13.59635245,,1449.4,260.22,2.995,10.1,-9.26,18.80119193,7.278904957
,,,,,,,,,,,,,,,7.274479559,1443,260.38,2.99,10.15,-9.2,13.69899631,,1455.7,260.16,2.995,10.13,-9.38,18.90456797,7.283242164
,,,,,,,,,,,,,,,7.278904957,1449.4,260.22,2.995,10.1,-9.26,13.70246693,,1462.1,260,2.995,10.18,-9.46,18.99563113,7.287629037
,,,,,,,,,,,,,,,7.283242164,1455.7,260.16,2.995,10.13,-9.38,13.80584297,,1468.5,259.93,2.995,10.24,-9.55,19.10087127,7.291996751
,,,,,,,,,,,,,,,7.287629037,1462.1,260,2.995,10.18,-9.46,13.89690613,,1474.9,259.78,2.995,10.3,-9.63,19.19932428,7.29634547
,,,,,,,,,,,,,,,7.291996751,1468.5,259.93,2.995,10.24,-9.55,14.00214626,,1481.2,259.72,2.995,10.35,-9.72,19.29734817,7.300607849
,,,,,,,,,,,,,,,7.29634547,1474.9,259.78,2.995,10.3,-9.63,14.10059928,,1488,259.56,2.995,10.41,-9.81,19.40271745,7.305188215
,,,,,,,,,,,,,,,7.300607849,1481.2,259.72,2.995,10.35,-9.72,14.19862317,,1495.2,259.4,3,10.46,-9.89,19.49399158,7.310015256
,,,,,,,,,,,,,,,7.305188215,1488,259.56,2.995,10.41,-9.81,14.30399245,,1502.5,259.33,2.4,10.5,-10,19.598725,7.314885666
,,,,,,,,,,,,,,,7.310015256,1495.2,259.4,3,10.46,-9.89,14.39526658,,1509.8,259.18,2.401,10.56,-10.09,19.70426162,7.319732471
,,,,,,,,,,,,,,,7.314885666,1502.5,259.33,2.4,10.5,-10,14.5,,1517,259.12,2.401,10.61,-10.17,19.79569748,7.324489979
,,,,,,,,,,,,,,,7.319732471,1509.8,259.18,2.401,10.56,-10.09,14.60553662,,1524.3,258.95,2.402,10.66,-10.26,19.89410266,7.329290567
,,,,,,,,,,,,,,,7.324489979,1517,259.12,2.401,10.61,-10.17,14.69697248,,1531.6,258.89,2.402,10.72,-10.35,19.99976188,7.33406822
,,,,,,,,,,,,,,,7.329290567,1524.3,258.95,2.402,10.66,-10.26,14.79537766,,1538.9,258.73,2.402,10.77,-10.44,20.09827499,7.338823154
,,,,,,,,,,,,,,,7.33406822,1531.6,258.89,2.402,10.72,-10.35,14.90103688,,1546.1,258.67,2.402,10.9,-10.6,20.30300072,7.34349091
,,,,,,,,,,,,,,,7.338823154,1538.9,258.73,2.402,10.77,-10.44,14.99954999,,1553.4,258.52,2.403,10.95,-10.69,20.40162015,7.348201356
,,,,,,,,,,,,,,,7.34349091,1546.1,258.67,2.402,10.9,-10.6,15.20427571,,1560.1,258.36,2.404,11,-10.77,20.49329872,7.352505201
,,,,,,,,,,,,,,,7.348201356,1553.4,258.52,2.403,10.95,-10.69,15.30289515,,1566.5,258.3,2.404,11.06,-10.86,20.5991508,7.35659911
,,,,,,,,,,,,,,,7.352505201,1560.1,258.36,2.404,11,-10.77,15.39457372,,1572.8,258.24,2.404,11.11,-10.95,20.69791088,7.360612749
,,,,,,,,,,,,,,,7.35659911,1566.5,258.3,2.404,11.06,-10.86,15.5004258,,1579.2,258.18,2.404,11.16,-11.04,20.79672487,7.364673669
,,,,,,,,,,,,,,,7.360612749,1572.8,258.24,2.404,11.11,-10.95,15.59918588,,1585.6,258.12,2.404,11.21,-11.13,20.89559178,7.368718164
,,,,,,,,,,,,,,,7.364673669,1579.2,258.18,2.404,11.16,-11.04,15.69799987,,1591.9,258.16,2.404,11.26,-11.22,20.99451061,7.37268355
,,,,,,,,,,,,,,,7.368718164,1585.6,258.12,2.404,11.21,-11.13,15.79686678,,1598.3,258.1,2.404,11.31,-11.31,21.09348039,7.376695843
,,,,,,,,,,,,,,,7.37268355,1591.9,258.16,2.404,11.26,-11.22,15.8957856,,1604.6,258.04,2.404,11.38,-11.38,21.19247534,7.380629783
,,,,,,,,,,,,,,,7.376695843,1598.3,258.1,2.404,11.31,-11.31,15.99475539,,1611,257.99,2.403,11.44,-11.48,21.30563711,7.384610383
,,,,,,,,,,,,,,,7.380629783,1604.6,258.04,2.404,11.38,-11.38,16.09375034,,1617.3,257.93,2.403,11.49,-11.57,21.4047055,7.388513371
,,,,,,,,,,,,,,,7.384610383,1611,257.99,2.403,11.44,-11.48,16.20691211,,1623.7,257.78,2.404,11.54,-11.66,21.50382177,7.392462775
,,,,,,,,,,,,,,,7.388513371,1617.3,257.93,2.403,11.49,-11.57,16.3059805,,1630,257.63,1.804,11.59,-11.75,21.60298506,7.396335294
,,,,,,,,,,,,,,,7.392462775,1623.7,257.78,2.404,11.54,-11.66,16.40509677,,1636.4,257.47,1.804,11.64,-11.84,21.70219452,7.400253986
,,,,,,,,,,,,,,,7.396335294,1630,257.63,1.804,11.59,-11.75,16.50426006,,1642.7,257.33,1.805,11.68,-11.93,21.794452,7.404096509
,,,,,,,,,,,,,,,7.400253986,1636.4,257.47,1.804,11.64,-11.84,16.60346952,,1649.1,257.18,1.806,11.75,-12,21.89344143,7.407984964
