ht,pot,mix,u,v,ws,,ht_new,pot_new,mix_new,u_new,v_new,ws_new,,ht_smooth_new,pot_smooth_new,mix_smooth_new,u_smooth_new,v_smooth_new,ws_smooth_new,,Dir_1,Dir_2
1205,264.6,2.97,9.71,-6.88,11.90035714,,1205,264.6,2.97,8.89,-6.3,10.90035714,,1205,264.6,2.97,8.89,-6.3,10.90035714,,0.617083454843473,2.18702632362937
1208.5,264.55,2.97,9.74,-6.84,11.90181499,,1208.5,264.55,2.97,8.92,-6.27,10.90181499,,1208.5,264.55,2.97,8.92,-6.27,10.90181499,,0.61250157989448,2.18356376736727
1212.2,264.41,2.971,9.76,-6.81,11.90099576,,1212.2,264.41,2.971,8.94,-6.24,10.90099576,,1212.2,264.41,2.971,8.94,-6.24,10.90099576,,0.609195602210695,2.18025633189987
1217.7,264.37,2.971,9.78,-6.77,11.89459121,,1217.7,264.37,2.971,8.96,-6.2,10.89459121,,1217.7,264.37,2.971,8.96,-6.2,10.89459121,,0.605132986864091,2.17619474721482
1223.1,264.23,2.971,9.81,-6.74,11.90225609,,1223.1,264.23,2.971,8.99,-6.17,10.90225609,,1223.1,264.23,2.971,8.99,-6.17,10.90225609,,0.601301620243172,2.1723667558619
1228.6,264.09,2.974,9.84,-6.69,11.89881086,,1228.6,264.09,2.974,9.01,-6.13,10.89881086,,1228.6,264.09,2.974,9.01,-6.13,10.89881086,,0.597586999635759,2.16813825680295
1234,264.05,2.974,9.95,-6.71,12.00110828,,1234,264.05,2.974,9.12,-6.15,11.00110828,,1234,264.05,2.974,9.12,-6.15,11.00110828,,0.593465928857896,2.1640173179855
1239.5,263.91,2.975,9.97,-6.68,12.00097079,,1239.5,263.91,2.975,9.14,-6.12,11.00097079,,1239.5,263.91,2.975,9.14,-6.12,11.00097079,,0.590188542503422,2.16074038723034
1244.9,263.87,2.975,10,-6.64,12.00373275,,1244.9,263.87,2.975,9.17,-6.09,11.00373275,,1244.9,263.87,2.975,9.17,-6.09,11.00373275,,0.585648928095475,2.15729539885479
1250.4,263.73,2.976,10.02,-6.61,12.00385355,,1250.4,263.73,2.976,9.19,-6.06,11.00385355,,1250.4,263.73,2.976,9.19,-6.06,11.00385355,,0.582369120011983,2.15401831760331
1255.8,263.69,2.976,10.05,-6.55,11.99604101,,1255.8,263.69,2.976,9.21,-6,10.99604101,,1255.8,263.69,2.976,9.21,-6,10.99604101,,0.577968603726497,2.14796199937061
1261.3,263.55,2.977,10.08,-6.52,12.00486568,,1261.3,263.55,2.977,9.24,-5.98,11.00486568,,1261.3,263.55,2.977,9.24,-5.98,11.00486568,,0.574197235451172,2.1452735436695
1266.7,263.5,2.977,10.1,-6.48,12.00001667,,1266.7,263.5,2.977,9.26,-5.94,11.00001667,,1266.7,263.5,2.977,9.26,-5.94,11.00001667,,0.570155770706581,2.14123246390306
1272.2,263.37,2.978,10.12,-6.45,12.00070415,,1272.2,263.37,2.978,9.28,-5.91,11.00070415,,1272.2,263.37,2.978,9.28,-5.91,11.00070415,,0.566876580760152,2.13795568624549
1277.6,263.32,2.978,10.16,-6.57,12.09919419,,1277.6,263.32,2.978,9.32,-6.03,11.09919419,,1277.6,263.32,2.978,9.32,-6.03,11.09919419,,0.574064673941136,2.1451385634226
1283.1,263.18,2.978,10.11,-6.64,12.09552397,,1283.1,263.18,2.978,9.27,-6.09,11.09552397,,1283.1,263.18,2.978,9.27,-6.09,11.09552397,,0.581805125182901,2.15180811387762
1288.5,263.04,2.98,10.16,-6.75,12.19787277,,1288.5,263.04,2.98,9.33,-6.2,11.19787277,,1288.5,263.04,2.98,9.33,-6.2,11.19787277,,0.585937624430757,2.15756921139301
1294,263,2.98,10.11,-6.82,12.19526547,,1294,263,2.98,9.28,-6.26,11.19526547,,1294,263,2.98,9.28,-6.26,11.19526547,,0.593618885911625,2.16417454876185
1299.4,262.86,2.981,10.15,-6.95,12.30142268,,1299.4,262.86,2.981,9.32,-6.39,11.30142268,,1299.4,262.86,2.981,9.32,-6.39,11.30142268,,0.601169088957471,2.1717332958339
1305.4,262.81,2.981,10.1,-7.02,12.30001626,,1305.4,262.81,2.981,9.28,-6.45,11.30001626,,1305.4,262.81,2.981,9.28,-6.45,11.30001626,,0.607219410621324,2.17827085665991
1311.7,262.65,2.982,10.15,-7.13,12.40400742,,1311.7,262.65,2.982,9.33,-6.56,11.40400742,,1311.7,262.65,2.982,9.33,-6.56,11.40400742,,0.61263884778496,2.18368942892042
1317.9,262.6,2.982,10.1,-7.2,12.4036285,,1317.9,262.6,2.982,9.29,-6.62,11.4036285,,1317.9,262.6,2.982,9.29,-6.62,11.4036285,,0.618665737793957,2.19015979327285
1324.1,262.45,2.983,10.13,-7.33,12.50383141,,1324.1,262.45,2.983,9.32,-6.74,11.50383141,,1324.1,262.45,2.983,9.32,-6.74,11.50383141,,0.626363026828154,2.19677635338818
1330.3,262.38,2.983,10.17,-7.44,12.60089283,,1330.3,262.38,2.983,9.36,-6.85,11.60089283,,1330.3,262.38,2.983,9.36,-6.85,11.60089283,,0.63202226306603,2.20243962730228
1336.5,262.24,2.983,10.12,-7.51,12.60216251,,1336.5,262.24,2.983,9.32,-6.91,11.60216251,,1336.5,262.24,2.983,9.32,-6.91,11.60216251,,0.637983245769634,2.20878209652688
1342.7,262.18,2.983,10.16,-7.63,12.70600252,,1342.7,262.18,2.983,9.36,-7.03,11.70600252,,1342.7,262.18,2.983,9.36,-7.03,11.70600252,,0.644184494604469,2.21498085940615
1349,262.02,2.983,10.1,-7.7,12.70039369,,1349,262.02,2.983,9.3,-7.09,11.70039369,,1349,262.02,2.983,9.3,-7.09,11.70039369,,0.652044141805221,2.22177159889915
1355.2,261.96,2.983,10.14,-7.81,12.79905075,,1355.2,261.96,2.983,9.35,-7.2,11.79905075,,1355.2,261.96,2.983,9.35,-7.2,11.79905075,,0.656002858551725,2.22713279269824
1361.4,261.81,2.983,10.09,-7.88,12.80244117,,1361.4,261.81,2.983,9.3,-7.26,11.80244117,,1361.4,261.81,2.983,9.3,-7.26,11.80244117,,0.663287120130867,2.23334333851969
1367.6,261.66,2.988,10.12,-8,12.90017054,,1367.6,261.66,2.988,9.34,-7.38,11.90017054,,1367.6,261.66,2.988,9.34,-7.38,11.90017054,,0.668321797862327,2.2397419258218
1373.8,261.6,2.988,10.16,-8.11,12.99991154,,1373.8,261.6,2.988,9.38,-7.49,11.99991154,,1373.8,261.6,2.988,9.38,-7.49,11.99991154,,0.673453487107051,2.24486668353701
1380,261.45,2.989,10.1,-8.18,12.99701504,,1380,261.45,2.989,9.32,-7.55,11.99701504,,1380,261.45,2.989,9.32,-7.55,11.99701504,,0.681132824269532,2.2514783607383
1386.2,261.39,2.989,10.14,-8.3,13.10380098,,1386.2,261.39,2.989,9.37,-7.67,12.10380098,,1386.2,261.39,2.989,9.37,-7.67,12.10380098,,0.685445704156604,2.25710410378024
1392.5,261.24,2.99,10.09,-8.35,13.09696912,,1392.5,261.24,2.99,9.32,-7.71,12.09696912,,1392.5,261.24,2.99,9.32,-7.71,12.09696912,,0.691263839367222,2.26185033717133
1398.7,261.18,2.99,10.11,-8.48,13.19554849,,1398.7,261.18,2.99,9.34,-7.84,12.19554849,,1398.7,261.18,2.99,9.34,-7.84,12.19554849,,0.698429148742843,2.26901928638399
1404.9,261.02,2.99,10.14,-8.6,13.29584898,,1404.9,261.02,2.99,9.38,-7.95,12.29584898,,1404.9,261.02,2.99,9.38,-7.95,12.29584898,,0.703072723820827,2.2738623313003
1411.2,260.97,2.99,10.1,-8.66,13.30434515,,1411.2,260.97,2.99,9.34,-8.01,12.30434515,,1411.2,260.97,2.99,9.34,-8.01,12.30434515,,0.708895387089044,2.27968363003509
1417.5,260.81,2.99,10.13,-8.77,13.39887309,,1417.5,260.81,2.99,9.37,-8.12,12.39887309,,1417.5,260.81,2.99,9.37,-8.12,12.39887309,,0.714052895836219,2.28484426827679
1423.9,260.75,2.99,10.16,-8.89,13.50028518,,1423.9,260.75,2.99,9.41,-8.23,12.50028518,,1423.9,260.75,2.99,9.41,-8.23,12.50028518,,0.718516914655874,2.2894673788836
1430.3,260.6,2.99,10.11,-8.95,13.50239238,,1430.3,260.6,2.99,9.36,-8.29,12.50239238,,1430.3,260.6,2.99,9.36,-8.29,12.50239238,,0.724762773366294,2.29571303189061
1436.6,260.45,2.99,10.12,-9.08,13.59635245,,1436.6,260.45,2.99,9.38,-8.41,12.59635245,,1436.6,260.45,2.99,9.38,-8.41,12.59635245,,0.730771014641585,2.30184887202827
1443,260.38,2.99,10.15,-9.2,13.69899631,,1443,260.38,2.99,9.41,-8.53,12.69899631,,1443,260.38,2.99,9.41,-8.53,12.69899631,,0.736232868702227,2.30730642615928
1449.4,260.22,2.995,10.1,-9.26,13.70246693,,1449.4,260.22,2.995,9.36,-8.58,12.70246693,,1449.4,260.22,2.995,9.36,-8.58,12.70246693,,0.742375448321144,2.31238377970918
1455.7,260.16,2.995,10.13,-9.38,13.80584297,,1455.7,260.16,2.995,9.4,-8.7,12.80584297,,1455.7,260.16,2.995,9.4,-8.7,12.80584297,,0.7465444626027,2.31771012296602
1462.1,260,2.995,10.18,-9.46,13.89690613,,1462.1,260,2.995,9.45,-8.78,12.89690613,,1462.1,260,2.995,9.45,-8.78,12.89690613,,0.748465657251315,2.3196279827451
1468.5,259.93,2.995,10.24,-9.55,14.00214626,,1468.5,259.93,2.995,9.51,-8.87,13.00214626,,1468.5,259.93,2.995,9.51,-8.87,13.00214626,,0.750397724279069,2.32155689759043
1474.9,259.78,2.995,10.3,-9.63,14.10059928,,1474.9,259.78,2.995,9.57,-8.95,13.10059928,,1474.9,259.78,2.995,9.57,-8.95,13.10059928,,0.751741138014344,2.32289776664986
1481.2,259.72,2.995,10.35,-9.72,14.19862317,,1481.2,259.72,2.995,9.62,-9.04,13.19862317,,1481.2,259.72,2.995,9.62,-9.04,13.19862317,,0.754135207685308,2.32529012104358
1488,259.56,2.995,10.41,-9.81,14.30399245,,1488,259.56,2.995,9.68,-9.12,13.30399245,,1488,259.56,2.995,9.68,-9.12,13.30399245,,0.755977778690438,2.32609823267511
1495.2,259.4,3,10.46,-9.89,14.39526658,,1495.2,259.4,3,9.73,-9.2,13.39526658,,1495.2,259.4,3,9.73,-9.2,13.39526658,,0.757762017707029,2.32788703492837
1502.5,259.33,2.4,10.5,-10,14.5,,1502.5,259.33,2.4,9.78,-9.31,13.5,,1502.5,259.33,2.4,9.78,-9.31,13.5,,0.760568206013511,2.33177380824347
1509.8,259.18,2.401,10.56,-10.09,14.60553662,,1509.8,259.18,2.401,9.84,-9.4,13.60553662,,1509.8,259.18,2.401,9.84,-9.4,13.60553662,,0.762321135430972,2.33352290523488
1517,259.12,2.401,10.61,-10.17,14.69697248,,1517,259.12,2.401,9.89,-9.48,13.69697248,,1517,259.12,2.401,9.89,-9.48,13.69697248,,0.764024801410443,2.33522363211045
1524.3,258.95,2.402,10.66,-10.26,14.79537766,,1524.3,258.95,2.402,9.94,-9.57,13.79537766,,1524.3,258.95,2.402,9.94,-9.57,13.79537766,,0.766228259201103,2.33742450724766
1531.6,258.89,2.402,10.72,-10.35,14.90103688,,1531.6,258.89,2.402,10,-9.66,13.90103688,,1531.6,258.89,2.402,10,-9.66,13.90103688,,0.767900246276127,2.33909411034623
1538.9,258.73,2.402,10.77,-10.44,14.99954999,,1538.9,258.73,2.402,10.05,-9.74,13.99954999,,1538.9,258.73,2.402,10.05,-9.74,13.99954999,,0.770043742697136,2.34024126854922
1546.1,258.67,2.402,10.9,-10.6,15.20427571,,1546.1,258.67,2.402,10.18,-9.9,14.20427571,,1546.1,258.67,2.402,10.18,-9.9,14.20427571,,0.771758208269614,2.34196426024357
1553.4,258.52,2.403,10.95,-10.69,15.30289515,,1553.4,258.52,2.403,10.23,-9.99,14.30289515,,1553.4,258.52,2.403,10.23,-9.99,14.30289515,,0.773829146288495,2.34403965035078
1560.1,258.36,2.404,11,-10.77,15.39457372,,1560.1,258.36,2.404,10.29,-10.07,14.39457372,,1560.1,258.36,2.404,10.29,-10.07,14.39457372,,0.774382878668644,2.34559071995751
1566.5,258.3,2.404,11.06,-10.86,15.5004258,,1566.5,258.3,2.404,10.35,-10.16,14.5004258,,1566.5,258.3,2.404,10.35,-10.16,14.5004258,,0.77592692464862,2.34713115306256
1572.8,258.24,2.404,11.11,-10.95,15.59918588,,1572.8,258.24,2.404,10.4,-10.25,14.59918588,,1572.8,258.24,2.404,10.4,-10.25,14.59918588,,0.777929020117917,2.34913016197526
1579.2,258.18,2.404,11.16,-11.04,15.69799987,,1579.2,258.18,2.404,10.45,-10.34,14.69799987,,1579.2,258.18,2.404,10.45,-10.34,14.69799987,,0.779903939435064,2.35110254466604
1585.6,258.12,2.404,11.21,-11.13,15.79686678,,1585.6,258.12,2.404,10.5,-10.43,14.79686678,,1585.6,258.12,2.404,10.5,-10.43,14.79686678,,0.781852226205583,2.35304881129428
1591.9,258.16,2.404,11.26,-11.22,15.8957856,,1591.9,258.16,2.404,10.55,-10.51,14.8957856,,1591.9,258.16,2.404,10.55,-10.51,14.8957856,,0.783774406764744,2.3540216660741
1598.3,258.1,2.404,11.31,-11.31,15.99475539,,1598.3,258.1,2.404,10.6,-10.6,14.99475539,,1598.3,258.1,2.404,10.6,-10.6,14.99475539,,0.785670996844815,2.35592165674498
1604.6,258.04,2.404,11.38,-11.38,16.09375034,,1604.6,258.04,2.404,10.67,-10.67,15.09375034,,1604.6,258.04,2.404,10.67,-10.67,15.09375034,,0.785669207704245,2.35592344588555
1611,257.99,2.403,11.44,-11.48,16.20691211,,1611,257.99,2.403,10.73,-10.77,15.20691211,,1611,257.99,2.403,10.73,-10.77,15.20691211,,0.787526548576357,2.35778503021349
1617.3,257.93,2.403,11.49,-11.57,16.3059805,,1617.3,257.93,2.403,10.79,-10.86,15.3059805,,1617.3,257.93,2.403,10.79,-10.86,15.3059805,,0.788439161747902,2.35962248498618
1623.7,257.78,2.404,11.54,-11.66,16.40509677,,1623.7,257.78,2.404,10.84,-10.95,15.40509677,,1623.7,257.78,2.404,10.84,-10.95,15.40509677,,0.790256312436236,2.36143650618232
1630,257.63,1.804,11.59,-11.75,16.50426006,,1630,257.63,1.804,10.89,-11.04,15.50426006,,1630,257.63,1.804,10.89,-11.04,15.50426006,,0.792050020186106,2.3632275258688
1636.4,257.47,1.804,11.64,-11.84,16.60346952,,1636.4,257.47,1.804,10.94,-11.13,15.60346952,,1636.4,257.47,1.804,10.94,-11.13,15.60346952,,0.793820729447564,2.36499596651225
1642.7,257.33,1.805,11.68,-11.93,16.695727,,1642.7,257.33,1.805,10.98,-11.22,15.695727,,1642.7,257.33,1.805,10.98,-11.22,15.695727,,0.796023931390701,2.36719766222063
1649.1,257.18,1.806,11.75,-12,16.79471643,,1649.1,257.18,1.806,11.05,-11.29,15.79471643,,1649.1,257.18,1.806,11.05,-11.29,15.79471643,,0.795957336708377,2.36712867194709
1654.9,257.03,1.806,11.8,-12.1,16.90118339,,1654.9,257.03,1.806,11.1,-11.38,15.90118339,,1654.9,257.03,1.806,11.1,-11.38,15.90118339,,0.798110019953651,2.36837925258791
1660.6,256.88,1.807,11.96,-12.22,17.09883037,,1660.6,256.88,1.807,11.26,-11.51,16.09883037,,1660.6,256.88,1.807,11.26,-11.51,16.09883037,,0.796197106042247,2.36736146489973
1666.3,256.73,1.807,12.08,-12.25,17.20432794,,1666.3,256.73,1.807,11.38,-11.54,16.20432794,,1666.3,256.73,1.807,11.38,-11.54,16.20432794,,0.792199044643237,2.36336008034981
1672,256.77,1.807,12.19,-12.28,17.30301997,,1672,256.77,1.807,11.49,-11.57,16.30301997,,1672,256.77,1.807,11.49,-11.57,16.30301997,,0.78868700586268,2.35984656206703
1677.7,256.72,1.807,12.28,-12.33,17.4019338,,1677.7,256.72,1.807,11.57,-11.62,16.4019338,,1677.7,256.72,1.807,11.57,-11.62,16.4019338,,0.787802484377232,2.35810021657084
1683.4,256.76,1.806,12.4,-12.35,17.50092855,,1683.4,256.76,1.806,11.69,-11.64,16.50092855,,1683.4,256.76,1.806,11.69,-11.64,16.50092855,,0.783503868885519,2.35380458844723
1689.1,256.7,1.806,12.49,-12.4,17.60000284,,1689.1,256.7,1.806,11.78,-11.7,16.60000284,,1689.1,256.7,1.806,11.78,-11.7,16.60000284,,0.781811427316667,2.35296451113181
1694.8,256.75,1.806,12.6,-12.43,17.69929095,,1694.8,256.75,1.806,11.89,-11.73,16.69929095,,1694.8,256.75,1.806,11.89,-11.73,16.69929095,,0.778444998915912,2.34959522586263
1700.5,256.7,1.806,12.7,-12.48,17.80562832,,1700.5,256.7,1.806,11.99,-11.78,16.80562832,,1700.5,256.7,1.806,11.99,-11.78,16.80562832,,0.776384694633627,2.34753287001225
1706.2,256.74,1.805,12.81,-12.5,17.89821499,,1706.2,256.74,1.805,12.09,-11.8,16.89821499,,1706.2,256.74,1.805,12.09,-11.8,16.89821499,,0.773513770024234,2.34381417069583
1712,256.7,1.805,12.9,-12.55,17.99756928,,1712,256.7,1.805,12.18,-11.85,16.99756928,,1712,256.7,1.805,12.18,-11.85,16.99756928,,0.771919600211848,2.34222265403618
1717,256.55,1.806,13.09,-12.64,18.1966398,,1717,256.55,1.806,12.37,-11.95,17.1966398,,1717,256.55,1.806,12.37,-11.95,17.1966398,,0.7679639100528,2.33908160461995
1722,256.51,1.806,13.19,-12.69,18.30333849,,1722,256.51,1.806,12.47,-12,17.30333849,,1722,256.51,1.806,12.47,-12,17.30333849,,0.766027815462937,2.33714293245377
1727.1,256.37,1.806,13.28,-12.74,18.40288021,,1727.1,256.37,1.806,12.56,-12.05,17.40288021,,1727.1,256.37,1.806,12.56,-12.05,17.40288021,,0.764512888306145,2.33562600419516
1732.1,256.22,1.807,13.4,-12.76,18.50344833,,1732.1,256.22,1.807,12.68,-12.07,17.50344833,,1732.1,256.22,1.807,12.68,-12.07,17.50344833,,0.760591072303391,2.33170307569495
1737.1,256.17,1.807,13.49,-12.8,18.59623887,,1737.1,256.17,1.807,12.76,-12.11,17.59623887,,1737.1,256.17,1.807,12.76,-12.11,17.59623887,,0.759536909436334,2.32982249997434
1742.1,256.03,1.808,13.59,-12.85,18.70322432,,1742.1,256.03,1.808,12.86,-12.16,17.70322432,,1742.1,256.03,1.808,12.86,-12.16,17.70322432,,0.757696024283202,2.32798438042854
1747.1,255.98,1.808,13.7,-12.87,18.79699178,,1747.1,255.98,1.808,12.97,-12.19,17.79699178,,1747.1,255.98,1.808,12.97,-12.19,17.79699178,,0.754265269340719,2.32532757875414
1752.1,255.84,1.808,13.8,-12.91,18.89730404,,1752.1,255.84,1.808,13.07,-12.23,17.89730404,,1752.1,255.84,1.808,13.07,-12.23,17.89730404,,0.752068131448239,2.32312824443874
1757.1,255.7,1.809,13.9,-12.96,19.00451525,,1757.1,255.7,1.809,13.17,-12.28,18.00451525,,1757.1,255.7,1.809,13.17,-12.28,18.00451525,,0.750301713227059,2.32136006353958
1762.1,255.66,1.809,14.01,-12.98,19.09870414,,1762.1,255.66,1.809,13.28,-12.3,18.09870414,,1762.1,255.66,1.809,13.28,-12.3,18.09870414,,0.746965116654767,2.31802264313192
1767.1,255.53,1.81,14.18,-13.09,19.2981994,,1767.1,255.53,1.81,13.45,-12.41,18.2981994,,1767.1,255.53,1.81,13.45,-12.41,18.2981994,,0.745063276533496,2.31611878156056
1772.1,255.39,1.81,14.28,-13.13,19.3988479,,1772.1,255.39,1.81,13.54,-12.45,18.3988479,,1772.1,255.39,1.81,13.54,-12.45,18.3988479,,0.743778282014709,2.31403061931925
1777.1,255.36,1.81,14.38,-13.17,19.49957179,,1777.1,255.36,1.81,13.64,-12.49,18.49957179,,1777.1,255.36,1.81,13.64,-12.49,18.49957179,,0.741710123974128,2.31196538380362
1782.1,255.22,1.811,14.5,-13.19,19.60168615,,1782.1,255.22,1.811,13.76,-12.52,18.60168615,,1782.1,255.22,1.811,13.76,-12.52,18.60168615,,0.738145301850758,2.30913110687641
1787.1,255.09,1.812,14.59,-13.23,19.69520246,,1787.1,255.09,1.812,13.85,-12.56,18.69520246,,1787.1,255.09,1.812,13.85,-12.56,18.69520246,,0.736488483887532,2.30747312662052
1792.1,255.04,1.812,14.69,-13.27,19.7961865,,1792.1,255.04,1.812,13.95,-12.6,18.7961865,,1792.1,255.04,1.812,13.95,-12.6,18.7961865,,0.734491243447471,2.30547498978931
1797.2,254.91,1.812,14.79,-13.32,19.90393177,,1797.2,254.91,1.812,14.05,-12.65,18.90393177,,1797.2,254.91,1.812,14.05,-12.65,18.90393177,,0.732908550971895,2.30389160809475
1802.2,254.77,1.813,14.89,-13.36,20.00504186,,1802.2,254.77,1.813,14.15,-12.69,19.00504186,,1802.2,254.77,1.813,14.15,-12.69,19.00504186,,0.73095190186962,2.30193478236371
1807.2,254.74,1.813,15.08,-13.44,20.2,,1807.2,254.74,1.813,14.33,-12.77,19.2,,1807.2,254.74,1.813,14.33,-12.77,19.2,,0.728229139113673,2.29842962938183
1812.2,254.6,1.814,15.18,-13.48,20.30130045,,1812.2,254.6,1.814,14.43,-12.82,19.30130045,,1812.2,254.6,1.814,14.43,-12.82,19.30130045,,0.726328150085245,2.29722476382596
1817.2,254.47,1.814,15.23,-13.42,20.29899751,,1817.2,254.47,1.814,14.48,-12.76,19.29899751,,1817.2,254.47,1.814,14.48,-12.76,19.29899751,,0.722283538951255,2.29317917790552
1821.5,254.43,1.814,15.27,-13.37,20.2960538,,1821.5,254.43,1.814,14.52,-12.71,19.2960538,,1821.5,254.43,1.814,14.52,-12.71,19.2960538,,0.718968530669889,2.28986459089934
1825.2,254.3,1.815,15.32,-13.32,20.30085712,,1825.2,254.3,1.815,14.57,-12.66,19.30085712,,1825.2,254.3,1.815,14.57,-12.66,19.30085712,,0.71531184283003,2.28620959821837
1828.9,254.25,1.815,15.44,-13.33,20.3981004,,1828.9,254.25,1.815,14.68,-12.68,19.3981004,,1828.9,254.25,1.815,14.68,-12.68,19.3981004,,0.712430841373768,2.28322314135269
1832.6,254.12,1.816,15.49,-13.28,20.40339433,,1832.6,254.12,1.816,14.73,-12.63,19.40339433,,1832.6,254.12,1.816,14.73,-12.63,19.40339433,,0.708796933644214,2.27958812305853
1836.3,253.98,1.816,15.54,-13.22,20.40245083,,1836.3,253.98,1.816,14.78,-12.57,19.40245083,,1836.3,253.98,1.816,14.78,-12.57,19.40245083,,0.704771764986296,2.27556325230109
1840,253.95,1.816,15.58,-13.17,20.40062009,,1840,253.95,1.816,14.82,-12.52,19.40062009,,1840,253.95,1.816,14.82,-12.52,19.40062009,,0.701471940213106,2.27226487197535
1843.7,253.81,1.817,15.7,-13.18,20.49883899,,1843.7,253.81,1.817,14.93,-12.54,19.49883899,,1843.7,253.81,1.817,14.93,-12.54,19.49883899,,0.698688199829075,2.26935576076704
1847.4,253.68,1.817,15.75,-13.12,20.49870484,,1847.4,253.68,1.817,14.98,-12.48,19.49870484,,1847.4,253.68,1.817,14.98,-12.48,19.49870484,,0.69468379792507,2.2653499190829
1851.1,253.64,1.818,15.8,-13.07,20.50524079,,1851.1,253.64,1.818,15.03,-12.43,19.50524079,,1851.1,253.64,1.818,15.03,-12.43,19.50524079,,0.691073676343793,2.26173990175309
1854.9,253.51,1.818,15.84,-13.01,20.4979438,,1854.9,253.51,1.818,15.07,-12.38,19.4979438,,1854.9,253.51,1.818,15.07,-12.38,19.4979438,,0.687394311722844,2.25872555838834
1858.6,253.46,1.818,15.94,-13.05,20.60063349,,1858.6,253.46,1.818,15.17,-12.42,19.60063349,,1858.6,253.46,1.818,15.17,-12.42,19.60063349,,0.685733809895034,2.25706241777433
1862.3,253.33,1.819,15.99,-12.99,20.60146111,,1862.3,253.33,1.819,15.21,-12.36,19.60146111,,1862.3,253.33,1.819,15.21,-12.36,19.60146111,,0.682556669986582,2.25307759537093
1865.8,253.2,1.82,16.03,-12.94,20.60108007,,1865.8,253.2,1.82,15.25,-12.31,19.60108007,,1865.8,253.2,1.82,15.25,-12.31,19.60108007,,0.679290978065586,2.24981107842368
1869.3,253.18,1.82,16.15,-12.94,20.69459108,,1869.3,253.18,1.82,15.37,-12.31,19.69459108,,1869.3,253.18,1.82,15.37,-12.31,19.69459108,,0.675463350981865,2.24598513762383
1872.8,253.05,1.82,16.2,-12.89,20.70246604,,1872.8,253.05,1.82,15.42,-12.27,19.70246604,,1872.8,253.05,1.82,15.42,-12.27,19.70246604,,0.671895554336182,2.24306763218442
1876.3,253.02,1.82,16.24,-12.83,20.69653353,,1876.3,253.02,1.82,15.46,-12.21,19.69653353,,1876.3,253.02,1.82,15.46,-12.21,19.69653353,,0.668245968367539,2.23941927403001
1879.8,252.9,1.82,16.29,-12.77,20.69871977,,1879.8,252.9,1.82,15.5,-12.15,19.69871977,,1879.8,252.9,1.82,15.5,-12.15,19.69871977,,0.665103095173453,2.23545608116688
1883.2,252.86,1.821,16.41,-12.78,20.79943509,,1883.2,252.86,1.821,15.62,-12.17,19.79943509,,1883.2,252.86,1.821,15.62,-12.17,19.79943509,,0.661760855461535,2.23275625507205
1886.7,252.84,1.821,16.46,-12.72,20.80216335,,1886.7,252.84,1.821,15.67,-12.11,19.80216335,,1886.7,252.84,1.821,15.67,-12.11,19.80216335,,0.657818801303071,2.22881364370837
1890.2,252.8,1.821,16.5,-12.66,20.79724982,,1890.2,252.8,1.821,15.71,-12.05,19.79724982,,1890.2,252.8,1.821,15.71,-12.05,19.79724982,,0.654184283954752,2.22518006389982
1893.7,252.77,1.821,16.63,-12.67,20.90659704,,1893.7,252.77,1.821,15.83,-12.06,19.90659704,,1893.7,252.77,1.821,15.83,-12.06,19.90659704,,0.651436271123189,2.2216041617979
1897.2,252.64,1.822,16.67,-12.61,20.90217692,,1897.2,252.64,1.822,15.87,-12.01,19.90217692,,1897.2,252.64,1.822,15.87,-12.01,19.90217692,,0.647821665426488,2.21861892046843
1900.7,252.62,1.822,16.69,-12.58,20.90005981,,1900.7,252.62,1.822,15.89,-11.98,19.90005981,,1900.7,252.62,1.822,15.89,-11.98,19.90005981,,0.646013466099637,2.21681010692343
1904.2,252.58,1.822,16.74,-12.52,20.90401875,,1904.2,252.58,1.822,15.94,-11.92,19.90401875,,1904.2,252.58,1.822,15.94,-11.92,19.90401875,,0.642094293851975,2.21289071959083
1907.7,252.55,1.822,16.86,-12.52,21.00023809,,1907.7,252.55,1.822,16.06,-11.92,20.00023809,,1907.7,252.55,1.822,16.06,-11.92,20.00023809,,0.638500348247358,2.20929791918109
1911.2,252.42,1.823,16.9,-12.46,20.9967045,,1911.2,252.42,1.823,16.1,-11.87,19.9967045,,1911.2,252.42,1.823,16.1,-11.87,19.9967045,,0.634897208654435,2.20631848725547
1914.7,252.4,1.823,16.95,-12.4,21.00148804,,1914.7,252.4,1.823,16.14,-11.81,20.00148804,,1914.7,252.4,1.823,16.14,-11.81,20.00148804,,0.631843644719032,2.20242014310142
1917.9,252.36,1.823,17.07,-12.4,21.09845729,,1917.9,252.36,1.823,16.26,-11.81,20.09845729,,1917.9,252.36,1.823,16.26,-11.81,20.09845729,,0.628317981208397,2.19889490028214
1921.2,252.33,1.823,17.11,-12.34,21.09567965,,1921.2,252.33,1.823,16.3,-11.76,20.09567965,,1921.2,252.33,1.823,16.3,-11.76,20.09567965,,0.624732476177632,2.19592351292977
1924.5,252.21,1.823,17.11,-12.34,21.09567965,,1924.5,252.21,1.823,16.3,-11.76,20.09567965,,1924.5,252.21,1.823,16.3,-11.76,20.09567965,,0.624732476177632,2.19592351292977
1927.7,252.18,1.823,17.22,-12.37,21.20248335,,1927.7,252.18,1.823,16.41,-11.79,20.20248335,,1927.7,252.18,1.823,16.41,-11.79,20.20248335,,0.622751982977513,2.193940945205
