ht,pot,mix,u,v,ws,,ht_new,pot_new,mix_new,u_new,v_new,ws_new,,ht_smooth_new,pot_smooth_new,mix_smooth_new,u_smooth_new,v_smooth_new,ws_smooth_new,,Dir_1,Dir_2
748.2,272.89,2.928,10.28,-8.9,13.59736739,,748.2,272.89,2.928,9.52,-8.25,12.59736739,,748.2,272.89,2.928,9.52,-8.25,12.59736739,,0.714053488531138,2.28484494421023
751.6,272.86,2.928,10.3,-8.89,13.60595825,,751.6,272.86,2.928,9.54,-8.24,12.60595825,,751.6,272.86,2.928,9.54,-8.24,12.60595825,,0.712415759652933,2.28320583152142
755.1,272.73,2.929,10.31,-8.87,13.60047793,,755.1,272.73,2.929,9.55,-8.22,12.60047793,,755.1,272.73,2.929,9.55,-8.22,12.60047793,,0.710696392830975,2.28148543273789
758.5,272.69,2.929,10.31,-8.87,13.60047793,,758.5,272.69,2.929,9.55,-8.22,12.60047793,,758.5,272.69,2.929,9.55,-8.22,12.60047793,,0.710696392830975,2.28148543273789
761.9,272.55,2.93,10.33,-8.85,13.60262475,,761.9,272.55,2.93,9.57,-8.2,12.60262475,,761.9,272.55,2.93,9.57,-8.2,12.60262475,,0.708458735011522,2.27924709369451
765.3,272.52,2.93,10.34,-8.83,13.59722398,,765.3,272.52,2.93,9.58,-8.18,12.59722398,,765.3,272.52,2.93,9.58,-8.18,12.59722398,,0.706736628802153,2.27752496732584
768.8,272.49,2.93,10.34,-8.83,13.59722398,,768.8,272.49,2.93,9.58,-8.18,12.59722398,,768.8,272.49,2.93,9.58,-8.18,12.59722398,,0.706736628802153,2.27752496732584
772.2,272.35,2.931,10.36,-8.81,13.59947425,,772.2,272.35,2.931,9.6,-8.16,12.59947425,,772.2,272.35,2.931,9.6,-8.16,12.59947425,,0.704498330658793,2.27528730854744
775.6,272.32,2.931,10.37,-8.8,13.60062131,,775.6,272.32,2.931,9.61,-8.15,12.60062131,,775.6,272.32,2.931,9.61,-8.15,12.60062131,,0.703379321378401,2.27416889785065
779.1,272.29,2.931,10.37,-8.8,13.60062131,,779.1,272.29,2.931,9.61,-8.15,12.60062131,,779.1,272.29,2.931,9.61,-8.15,12.60062131,,0.703379321378401,2.27416889785065
782.5,272.16,2.932,10.39,-8.78,13.60295924,,782.5,272.16,2.932,9.63,-8.13,12.60295924,,782.5,272.16,2.932,9.63,-8.13,12.60295924,,0.701141590844982,2.27193292605618
786,272.12,2.932,10.4,-8.76,13.59770569,,786,272.12,2.932,9.64,-8.12,12.59770569,,786,272.12,2.932,9.64,-8.12,12.59770569,,0.699415343974665,2.27124634052012
789.7,272.08,2.932,10.4,-8.76,13.59770569,,789.7,272.08,2.932,9.64,-8.12,12.59770569,,789.7,272.08,2.932,9.64,-8.12,12.59770569,,0.699415343974665,2.27124634052012
793.5,271.95,2.933,10.34,-8.68,13.50029629,,793.5,271.95,2.933,9.57,-8.04,12.50029629,,793.5,271.95,2.933,9.57,-8.04,12.50029629,,0.698851054576844,2.26944657611597
797.2,271.91,2.933,10.36,-8.66,13.5027849,,797.2,271.91,2.933,9.59,-8.02,12.5027849,,797.2,271.91,2.933,9.59,-8.02,12.5027849,,0.696598426414735,2.26719241848169
800.9,271.87,2.933,10.36,-8.66,13.5027849,,800.9,271.87,2.933,9.59,-8.02,12.5027849,,800.9,271.87,2.933,9.59,-8.02,12.5027849,,0.696598426414735,2.26719241848169
804.6,271.73,2.934,10.37,-8.64,13.49764794,,804.6,271.73,2.934,9.6,-8,12.49764794,,804.6,271.73,2.934,9.6,-8,12.49764794,,0.694858142153196,2.26545135964481
808.3,271.7,2.934,10.39,-8.62,13.50024074,,808.3,271.7,2.934,9.62,-7.98,12.50024074,,808.3,271.7,2.934,9.62,-7.98,12.50024074,,0.692605066184624,2.26319810343657
812,271.66,2.934,10.4,-8.61,13.50155917,,812,271.66,2.934,9.63,-7.97,12.50155917,,812,271.66,2.934,9.63,-7.97,12.50155917,,0.691478711611212,2.26207194532467
815.7,271.52,2.935,10.4,-8.61,13.50155917,,815.7,271.52,2.935,9.63,-7.97,12.50155917,,815.7,271.52,2.935,9.63,-7.97,12.50155917,,0.691478711611212,2.26207194532467
819.5,271.49,2.935,10.42,-8.59,13.50424007,,819.5,271.49,2.935,9.65,-7.95,12.50424007,,819.5,271.49,2.935,9.65,-7.95,12.50424007,,0.689226379966765,2.2598205798647
823.2,271.44,2.935,10.43,-8.57,13.49925183,,823.2,271.44,2.935,9.66,-7.94,12.49925183,,823.2,271.44,2.935,9.66,-7.94,12.49925183,,0.687482175425674,2.25911299918691
826.9,271.41,2.935,10.43,-8.57,13.49925183,,826.9,271.41,2.935,9.66,-7.94,12.49925183,,826.9,271.41,2.935,9.66,-7.94,12.49925183,,0.687482175425674,2.25911299918691
830.6,271.27,2.936,10.45,-8.55,13.50203688,,830.6,271.27,2.936,9.68,-7.92,12.50203688,,830.6,271.27,2.936,9.68,-7.92,12.50203688,,0.685229494427192,2.25686050300781
834.4,271.24,2.936,10.46,-8.53,13.49712932,,834.4,271.24,2.936,9.69,-7.9,12.49712932,,834.4,271.24,2.936,9.69,-7.9,12.49712932,,0.683482765028709,2.25511492599377
838.8,271.19,2.936,10.46,-8.53,13.49712932,,838.8,271.19,2.936,9.69,-7.9,12.49712932,,838.8,271.19,2.936,9.69,-7.9,12.49712932,,0.683482765028709,2.25511492599377
843.2,271.06,2.937,10.48,-8.51,13.50001852,,843.2,271.06,2.937,9.7,-7.88,12.50001852,,843.2,271.06,2.937,9.7,-7.88,12.50001852,,0.682499140105564,2.25286351174605
847.6,271.02,2.937,10.41,-8.43,13.39526036,,847.6,271.02,2.937,9.63,-7.8,12.39526036,,847.6,271.02,2.937,9.63,-7.8,12.39526036,,0.681053489189166,2.25141347826949
851.9,270.99,2.937,10.41,-8.43,13.39526036,,851.9,270.99,2.937,9.63,-7.8,12.39526036,,851.9,270.99,2.937,9.63,-7.8,12.39526036,,0.681053489189166,2.25141347826949
856.3,270.94,2.937,10.43,-8.41,13.39824615,,856.3,270.94,2.937,9.65,-7.78,12.39824615,,856.3,270.94,2.937,9.65,-7.78,12.39824615,,0.678785373095484,2.24914495975764
860.7,270.81,2.938,10.44,-8.4,13.39976119,,860.7,270.81,2.938,9.66,-7.77,12.39976119,,860.7,270.81,2.938,9.66,-7.77,12.39976119,,0.677651550789984,2.24801122805205
865.1,270.77,2.938,10.44,-8.4,13.39976119,,865.1,270.77,2.938,9.66,-7.77,12.39976119,,865.1,270.77,2.938,9.66,-7.77,12.39976119,,0.677651550789984,2.24801122805205
869.5,270.74,2.938,10.44,-8.4,13.39976119,,869.5,270.74,2.938,9.66,-7.77,12.39976119,,869.5,270.74,2.938,9.66,-7.77,12.39976119,,0.677651550789984,2.24801122805205
873.9,270.6,2.939,10.46,-8.38,13.40283552,,873.9,270.6,2.939,9.68,-7.75,12.40283552,,873.9,270.6,2.939,9.68,-7.75,12.40283552,,0.675384386745178,2.24574483169814
878.2,270.56,2.939,10.46,-8.38,13.40283552,,878.2,270.56,2.939,9.68,-7.75,12.40283552,,878.2,270.56,2.939,9.68,-7.75,12.40283552,,0.675384386745178,2.24574483169814
882.6,270.52,2.939,10.46,-8.38,13.40283552,,882.6,270.52,2.939,9.68,-7.75,12.40283552,,882.6,270.52,2.939,9.68,-7.75,12.40283552,,0.675384386745178,2.24574483169814
887,270.39,2.941,10.39,-8.3,13.29819913,,887,270.39,2.941,9.61,-7.68,12.29819913,,887,270.39,2.941,9.61,-7.68,12.29819913,,0.673865776982242,2.24526404949333
891.1,270.35,2.941,10.39,-8.3,13.29819913,,891.1,270.35,2.941,9.61,-7.68,12.29819913,,891.1,270.35,2.941,9.61,-7.68,12.29819913,,0.673865776982242,2.24526404949333
894.8,270.32,2.941,10.39,-8.3,13.29819913,,894.8,270.32,2.941,9.61,-7.68,12.29819913,,894.8,270.32,2.941,9.61,-7.68,12.29819913,,0.673865776982242,2.24526404949333
898.6,270.29,2.941,10.39,-8.3,13.29819913,,898.6,270.29,2.941,9.61,-7.68,12.29819913,,898.6,270.29,2.941,9.61,-7.68,12.29819913,,0.673865776982242,2.24526404949333
902.3,270.16,2.942,10.41,-8.28,13.30137211,,902.3,270.16,2.942,9.63,-7.66,12.30137211,,902.3,270.16,2.942,9.63,-7.66,12.30137211,,0.671580047258908,2.24297827248438
906,270.12,2.942,10.41,-8.28,13.30137211,,906,270.12,2.942,9.63,-7.66,12.30137211,,906,270.12,2.942,9.63,-7.66,12.30137211,,0.671580047258908,2.24297827248438
909.8,270.09,2.942,10.41,-8.28,13.30137211,,909.8,270.09,2.942,9.63,-7.66,12.30137211,,909.8,270.09,2.942,9.63,-7.66,12.30137211,,0.671580047258908,2.24297827248438
913.5,269.96,2.943,10.34,-8.2,13.19680264,,913.5,269.96,2.943,9.56,-7.58,12.19680264,,913.5,269.96,2.943,9.56,-7.58,12.19680264,,0.670015600985249,2.24141953510981
917.2,269.93,2.943,10.34,-8.2,13.19680264,,917.2,269.93,2.943,9.56,-7.58,12.19680264,,917.2,269.93,2.943,9.56,-7.58,12.19680264,,0.670015600985249,2.24141953510981
921,269.9,2.943,10.34,-8.2,13.19680264,,921,269.9,2.943,9.56,-7.58,12.19680264,,921,269.9,2.943,9.56,-7.58,12.19680264,,0.670015600985249,2.24141953510981
924.7,269.77,2.944,10.36,-8.18,13.20007576,,924.7,269.77,2.944,9.58,-7.56,12.20007576,,924.7,269.77,2.944,9.58,-7.56,12.20007576,,0.667711036690591,2.2391163168403
928.4,269.74,2.944,10.36,-8.18,13.20007576,,928.4,269.74,2.944,9.58,-7.56,12.20007576,,928.4,269.74,2.944,9.58,-7.56,12.20007576,,0.667711036690591,2.2391163168403
932.1,269.7,2.944,10.36,-8.18,13.20007576,,932.1,269.7,2.944,9.58,-7.56,12.20007576,,932.1,269.7,2.944,9.58,-7.56,12.20007576,,0.667711036690591,2.2391163168403
935.9,269.67,2.944,10.36,-8.18,13.20007576,,935.9,269.67,2.944,9.58,-7.56,12.20007576,,935.9,269.67,2.944,9.58,-7.56,12.20007576,,0.667711036690591,2.2391163168403
939.3,269.54,2.945,10.29,-8.1,13.09557559,,939.3,269.54,2.945,9.5,-7.48,12.09557559,,939.3,269.54,2.945,9.5,-7.48,12.09557559,,0.667436226660355,2.23751152332811
942.2,269.51,2.945,10.29,-8.1,13.09557559,,942.2,269.51,2.945,9.5,-7.48,12.09557559,,942.2,269.51,2.945,9.5,-7.48,12.09557559,,0.667436226660355,2.23751152332811
945.1,269.48,2.945,10.29,-8.1,13.09557559,,945.1,269.48,2.945,9.5,-7.48,12.09557559,,945.1,269.48,2.945,9.5,-7.48,12.09557559,,0.667436226660355,2.23751152332811
948.1,269.35,2.946,10.31,-8.08,13.09895034,,948.1,269.35,2.946,9.52,-7.46,12.09895034,,948.1,269.35,2.946,9.52,-7.46,12.09895034,,0.665116135513441,2.23519066402432
951,269.31,2.946,10.31,-8.08,13.09895034,,951,269.31,2.946,9.52,-7.46,12.09895034,,951,269.31,2.946,9.52,-7.46,12.09895034,,0.665116135513441,2.23519066402432
953.9,269.28,2.946,10.31,-8.08,13.09895034,,953.9,269.28,2.946,9.52,-7.46,12.09895034,,953.9,269.28,2.946,9.52,-7.46,12.09895034,,0.665116135513441,2.23519066402432
956.8,269.24,2.946,10.24,-8,12.99452192,,956.8,269.24,2.946,9.45,-7.38,11.99452192,,956.8,269.24,2.946,9.45,-7.38,11.99452192,,0.663470488748378,2.23353855100093
959.7,269.12,2.947,10.24,-8,12.99452192,,959.7,269.12,2.947,9.45,-7.38,11.99452192,,959.7,269.12,2.947,9.45,-7.38,11.99452192,,0.663470488748378,2.23353855100093
962.7,269.11,2.947,10.24,-8,12.99452192,,962.7,269.11,2.947,9.45,-7.38,11.99452192,,962.7,269.11,2.947,9.45,-7.38,11.99452192,,0.663470488748378,2.23353855100093
965.6,269.08,2.947,10.26,-7.99,13.00414165,,965.6,269.08,2.947,9.47,-7.38,12.00414165,,965.6,269.08,2.947,9.47,-7.38,12.00414165,,0.661788531693336,2.23291322953477
968.5,269.05,2.947,10.26,-7.99,13.00414165,,968.5,269.05,2.947,9.47,-7.38,12.00414165,,968.5,269.05,2.947,9.47,-7.38,12.00414165,,0.661788531693336,2.23291322953477
971.4,268.94,2.948,10.23,-8.02,12.99897304,,971.4,268.94,2.948,9.44,-7.4,11.99897304,,971.4,268.94,2.948,9.44,-7.4,11.99897304,,0.665296171381698,2.2353647312857
974.1,268.92,2.948,10.22,-8.04,13.00346108,,974.1,268.92,2.948,9.43,-7.42,12.00346108,,974.1,268.92,2.948,9.43,-7.42,12.00346108,,0.667120171919783,2.23718975198815
976.1,268.89,2.948,10.2,-8.06,13.00013846,,976.1,268.89,2.948,9.42,-7.44,12.00013846,,976.1,268.89,2.948,9.42,-7.44,12.00013846,,0.668114820362741,2.23952991243182
978.2,268.87,2.948,10.17,-8.09,12.99526837,,978.2,268.87,2.948,9.39,-7.47,11.99526837,,978.2,268.87,2.948,9.39,-7.47,11.99526837,,0.671629605455236,2.24304317977856
980.2,268.75,2.949,10.16,-8.11,12.99991154,,980.2,268.75,2.949,9.38,-7.49,11.99991154,,980.2,268.75,2.949,9.38,-7.49,11.99991154,,0.673453487107051,2.24486668353701
982.2,268.72,2.949,10.15,-8.13,13.0045915,,982.2,268.72,2.949,9.37,-7.5,12.0045915,,982.2,268.72,2.949,9.37,-7.5,12.0045915,,0.675275629648711,2.24562166925447
984.3,268.71,2.949,10.12,-8.16,13,,984.3,268.71,2.949,9.34,-7.53,12,,984.3,268.71,2.949,9.34,-7.53,12,,0.678789451413198,2.24913454472605
986.3,268.68,2.949,10.18,-8.24,13.09694621,,986.3,268.68,2.949,9.4,-7.61,12.09694621,,986.3,268.68,2.949,9.4,-7.61,12.09694621,,0.680821954453554,2.25117109287755
988.3,268.57,2.95,10.17,-8.26,13.10177469,,988.3,268.57,2.95,9.39,-7.63,12.10177469,,988.3,268.57,2.95,9.39,-7.63,12.10177469,,0.682625325149486,2.25297555744419
990.4,268.54,2.95,10.14,-8.3,13.10380098,,990.4,268.54,2.95,9.37,-7.67,12.10380098,,990.4,268.54,2.95,9.37,-7.67,12.10380098,,0.685445704156604,2.25710410378024
992.4,268.52,2.95,10.12,-8.31,13.09467449,,992.4,268.52,2.95,9.35,-7.68,12.09467449,,992.4,268.52,2.95,9.35,-7.68,12.09467449,,0.687133435093585,2.25879218527028
994.4,268.5,2.95,10.11,-8.33,13.09965648,,994.4,268.5,2.95,9.34,-7.69,12.09965648,,994.4,268.5,2.95,9.34,-7.69,12.09965648,,0.68893617692212,2.25952379697041
996.5,268.38,2.951,10.08,-8.37,13.10203419,,996.5,268.38,2.951,9.31,-7.73,12.10203419,,996.5,268.38,2.951,9.31,-7.73,12.10203419,,0.693063827377506,2.26365015951082
998.5,268.35,2.951,10.06,-8.39,13.09945419,,998.5,268.35,2.951,9.29,-7.75,12.09945419,,998.5,268.35,2.951,9.29,-7.75,12.09945419,,0.695391036006325,2.265977735641
1000.6,268.34,2.951,10.05,-8.4,13.0981869,,1000.6,268.34,2.951,9.28,-7.76,12.0981869,,1000.6,268.34,2.951,9.28,-7.76,12.0981869,,0.696554824452132,2.26714202268749
1003.1,268.31,2.951,10.02,-8.44,13.100916,,1003.1,268.31,2.951,9.26,-7.8,12.100916,,1003.1,268.31,2.951,9.26,-7.8,12.100916,,0.699395734279417,2.27126921876682
1005.7,268.28,2.951,10.01,-8.46,13.1061703,,1005.7,268.28,2.951,9.25,-7.81,12.1061703,,1005.7,268.28,2.951,9.25,-7.81,12.1061703,,0.701192867756467,2.27198393913693
1008.2,268.17,2.952,9.99,-8.47,13.09736615,,1008.2,268.17,2.952,9.23,-7.82,12.09736615,,1008.2,268.17,2.952,9.23,-7.82,12.09736615,,0.702891871352291,2.27368149421702
1010.8,268.15,2.952,10.04,-8.57,13.20024621,,1010.8,268.15,2.952,9.28,-7.92,12.20024621,,1010.8,268.15,2.952,9.28,-7.92,12.20024621,,0.706497315760851,2.27728542749448
1013.4,268.12,2.952,10.02,-8.59,13.1980491,,1013.4,268.12,2.952,9.26,-7.94,12.1980491,,1013.4,268.12,2.952,9.26,-7.94,12.1980491,,0.708808823215511,2.27959697696805
1015.9,268.1,2.952,10.01,-8.61,13.20349196,,1015.9,268.1,2.952,9.25,-7.96,12.20349196,,1015.9,268.1,2.952,9.25,-7.96,12.20349196,,0.710586005508067,2.28137475380757
1018.5,267.98,2.953,9.98,-8.64,13.20037878,,1018.5,267.98,2.953,9.22,-7.99,12.20037878,,1018.5,267.98,2.953,9.22,-7.99,12.20037878,,0.714052282909331,2.28484357105983
1021.1,267.96,2.953,9.96,-8.66,13.19837869,,1021.1,267.96,2.953,9.21,-8,12.19837869,,1021.1,267.96,2.953,9.21,-8,12.19837869,,0.715114191433117,2.28607108535477
1023.6,267.94,2.953,9.95,-8.68,13.20397289,,1023.6,267.94,2.953,9.2,-8.02,12.20397289,,1023.6,267.94,2.953,9.2,-8.02,12.20397289,,0.716889856109725,2.28784508904331
1026.2,267.91,2.953,9.93,-8.69,13.19549165,,1026.2,267.91,2.953,9.18,-8.03,12.19549165,,1026.2,267.91,2.953,9.18,-8.03,12.19549165,,0.718586253115491,2.28954053283176
1028.7,267.8,2.954,9.9,-8.73,13.19935226,,1028.7,267.8,2.954,9.15,-8.07,12.19935226,,1028.7,267.8,2.954,9.15,-8.07,12.19935226,,0.722674040256525,2.29362751734105
1031.3,267.77,2.954,9.89,-8.75,13.2050975,,1031.3,267.77,2.954,9.14,-8.09,12.2050975,,1031.3,267.77,2.954,9.14,-8.09,12.2050975,,0.72444487423531,2.29539874697121
1033.9,267.75,2.954,9.87,-8.76,13.19676097,,1033.9,267.75,2.954,9.12,-8.1,12.19676097,,1033.9,267.75,2.954,9.12,-8.1,12.19676097,,0.726145206696653,2.29710008869919
1036.9,267.72,2.954,9.84,-8.8,13.20096966,,1036.9,267.72,2.954,9.09,-8.13,12.20096966,,1036.9,267.72,2.954,9.09,-8.13,12.20096966,,0.730227376559002,2.30008644551719
1040.1,267.59,2.955,9.9,-8.88,13.29903756,,1040.1,267.59,2.955,9.16,-8.21,12.29903756,,1040.1,267.59,2.955,9.16,-8.21,12.29903756,,0.730600633698095,2.30168542863658
1043.4,267.56,2.955,9.84,-8.8,13.20096966,,1043.4,267.56,2.955,9.09,-8.13,12.20096966,,1043.4,267.56,2.955,9.09,-8.13,12.20096966,,0.730227376559002,2.30008644551719
1046.7,267.53,2.955,9.86,-8.78,13.20257551,,1046.7,267.53,2.955,9.11,-8.11,12.20257551,,1046.7,267.53,2.955,9.11,-8.11,12.20257551,,0.727914246126244,2.29777314527538
1049.9,267.5,2.955,9.8,-8.7,13.10457935,,1049.9,267.5,2.955,9.05,-8.04,12.10457935,,1049.9,267.5,2.955,9.05,-8.04,12.10457935,,0.726278594089209,2.29723477426716
1053.2,267.47,2.955,9.8,-8.7,13.10457935,,1053.2,267.47,2.955,9.05,-8.04,12.10457935,,1053.2,267.47,2.955,9.05,-8.04,12.10457935,,0.726278594089209,2.29723477426716
1056.4,267.34,2.956,9.74,-8.61,12.99998846,,1056.4,267.34,2.956,8.99,-7.95,11.99998846,,1056.4,267.34,2.956,8.99,-7.95,11.99998846,,0.72399214342444,2.29494854080518
1059.7,267.32,2.956,9.75,-8.6,13.00086536,,1059.7,267.32,2.956,9,-7.94,12.00086536,,1059.7,267.32,2.956,9,-7.94,12.00086536,,0.722816006961611,2.29377210347086
1062.9,267.28,2.956,9.69,-8.51,12.89636383,,1062.9,267.28,2.956,8.94,-7.85,11.89636383,,1062.9,267.28,2.956,8.94,-7.85,11.89636383,,0.7204784963852,2.29143606303628
1066.2,267.16,2.958,9.71,-8.5,12.90480918,,1066.2,267.16,2.958,8.96,-7.84,11.90480918,,1066.2,267.16,2.958,8.96,-7.84,11.90480918,,0.718738398685302,2.28969645686415
1069.4,267.13,2.958,9.65,-8.41,12.80041406,,1069.4,267.13,2.958,8.9,-7.75,11.80041406,,1069.4,267.13,2.958,8.9,-7.75,11.80041406,,0.71634489347943,2.28730600312145
1072.7,267.1,2.958,9.66,-8.4,12.80139055,,1072.7,267.1,2.958,8.91,-7.74,11.80139055,,1072.7,267.1,2.958,8.91,-7.74,11.80139055,,0.715148651084367,2.28611089864749
1075.9,267.07,2.958,9.58,-8.33,12.6950896,,1075.9,267.07,2.958,8.83,-7.67,11.6950896,,1075.9,267.07,2.958,8.83,-7.67,11.6950896,,0.715115168340371,2.28607895704234
1079.2,266.93,2.959,9.6,-8.32,12.70363727,,1079.2,266.93,2.959,8.84,-7.67,11.70363727,,1079.2,266.93,2.959,8.84,-7.67,11.70363727,,0.714652926557622,2.2854446418555
1082.5,266.91,2.959,9.54,-8.23,12.59938491,,1082.5,266.91,2.959,8.78,-7.58,11.59938491,,1082.5,266.91,2.959,8.78,-7.58,11.59938491,,0.712183656055903,2.28297299374324
1085.8,266.87,2.959,9.55,-8.22,12.60043253,,1085.8,266.87,2.959,8.79,-7.57,11.60043253,,1085.8,266.87,2.959,8.79,-7.57,11.60043253,,0.710968273614369,2.2817568241072
1089.1,266.74,2.96,9.57,-8.2,12.60257513,,1089.1,266.74,2.96,8.81,-7.55,11.60257513,,1089.1,266.74,2.96,8.81,-7.55,11.60257513,,0.708537770555669,2.27932545547581
1092.5,266.71,2.96,9.51,-8.12,12.50497901,,1092.5,266.71,2.96,8.75,-7.47,11.50497901,,1092.5,266.71,2.96,8.75,-7.47,11.50497901,,0.706651503187418,2.2774390940065
1095.8,266.68,2.96,9.52,-8.1,12.49961599,,1095.8,266.68,2.96,8.76,-7.45,11.49961599,,1095.8,266.68,2.96,8.76,-7.45,11.49961599,,0.704763844294174,2.275551989386
1099.1,266.55,2.961,9.46,-8.02,12.4020966,,1099.1,266.55,2.961,8.7,-7.37,11.4020966,,1099.1,266.55,2.961,8.7,-7.37,11.4020966,,0.702827562507656,2.27361681753576
1102.4,266.51,2.961,9.47,-8,12.39681007,,1102.4,266.51,2.961,8.71,-7.35,11.39681007,,1102.4,266.51,2.961,8.71,-7.35,11.39681007,,0.700920379525496,2.27171139716763
1105.7,266.48,2.961,9.41,-7.92,12.2993699,,1105.7,266.48,2.961,8.64,-7.28,11.2993699,,1105.7,266.48,2.961,8.64,-7.28,11.2993699,,0.70030695208202,2.27088265665326
1109.1,266.35,2.962,9.42,-7.91,12.30058942,,1109.1,266.35,2.962,8.65,-7.27,11.30058942,,1109.1,266.35,2.962,8.65,-7.27,11.30058942,,0.699060955352572,2.26963533154904
1112.4,266.31,2.962,9.36,-7.83,12.20321679,,1112.4,266.31,2.962,8.59,-7.19,11.20321679,,1112.4,266.31,2.962,8.59,-7.19,11.20321679,,0.697042572913034,2.26761335637957
1115.7,266.28,2.962,9.37,-7.81,12.19807362,,1115.7,266.28,2.962,8.6,-7.17,11.19807362,,1115.7,266.28,2.962,8.6,-7.17,11.19807362,,0.695100661668238,2.26567037920759
1119.3,266.24,2.962,9.31,-7.73,12.1007851,,1119.3,266.24,2.962,8.54,-7.09,11.1007851,,1119.3,266.24,2.962,8.54,-7.09,11.1007851,,0.693028143586239,2.26359553545839
1123.2,266.11,2.963,9.32,-7.71,12.09572238,,1123.2,266.11,2.963,8.55,-7.07,11.09572238,,1123.2,266.11,2.963,8.55,-7.07,11.09572238,,0.691065691885173,2.26163332239223
1127.2,266.08,2.963,9.26,-7.63,11.99852074,,1127.2,266.08,2.963,8.49,-6.99,10.99852074,,1127.2,266.08,2.963,8.49,-6.99,10.99852074,,0.688937361274955,2.25950408115095
1131.1,266.04,2.963,9.27,-7.62,11.9998875,,1131.1,266.04,2.963,8.5,-6.98,10.9998875,,1131.1,266.04,2.963,8.5,-6.98,10.9998875,,0.687657201055816,2.25822498669899
1135,265.91,2.964,9.21,-7.54,11.90276018,,1135,265.91,2.964,8.44,-6.91,10.90276018,,1135,265.91,2.964,8.44,-6.91,10.90276018,,0.685479013799005,2.25723237577845
1138.9,265.88,2.964,9.22,-7.52,11.89784855,,1138.9,265.88,2.964,8.45,-6.89,10.89784855,,1138.9,265.88,2.964,8.45,-6.89,10.89784855,,0.683475901374616,2.25523070588397
1142.9,265.84,2.964,9.23,-7.51,11.89928569,,1142.9,265.84,2.964,8.45,-6.88,10.89928569,,1142.9,265.84,2.964,8.45,-6.88,10.89928569,,0.683637786139755,2.25393958714406
1146.8,265.71,2.965,9.26,-7.47,11.89741569,,1146.8,265.71,2.965,8.48,-6.84,10.89741569,,1146.8,265.71,2.965,8.48,-6.84,10.89741569,,0.679055687859085,2.24935515063737
1150.7,265.68,2.965,9.29,-7.44,11.90200403,,1150.7,265.68,2.965,8.51,-6.81,10.90200403,,1150.7,265.68,2.965,8.51,-6.81,10.90200403,,0.675186444735432,2.24548700288418
1154.7,265.65,2.965,9.31,-7.41,11.89891592,,1154.7,265.65,2.965,8.53,-6.79,10.89891592,,1154.7,265.65,2.965,8.53,-6.79,10.89891592,,0.671889929612493,2.24336554121655
1158.6,265.51,2.966,9.35,-7.36,11.89924788,,1158.6,265.51,2.966,8.56,-6.74,10.89924788,,1158.6,265.51,2.966,8.56,-6.74,10.89924788,,0.667494162626398,2.23749033981226
1162.5,265.48,2.966,9.38,-7.33,11.90433954,,1162.5,265.48,2.966,8.59,-6.71,10.90433954,,1162.5,265.48,2.966,8.59,-6.71,10.90433954,,0.663632675616733,2.23362794173371
1166.4,265.45,2.966,9.4,-7.29,11.89554959,,1166.4,265.45,2.966,8.61,-6.68,10.89554959,,1166.4,265.45,2.966,8.61,-6.68,10.89554959,,0.659610625277743,2.23076785565994
1170.4,265.41,2.966,9.43,-7.26,11.90094534,,1170.4,265.41,2.966,8.64,-6.65,10.90094534,,1170.4,265.41,2.966,8.64,-6.65,10.90094534,,0.655748401747043,2.22690592840366
1173.9,265.28,2.967,9.47,-7.21,11.9023107,,1173.9,265.28,2.967,8.67,-6.6,10.9023107,,1173.9,265.28,2.967,8.67,-6.6,10.9023107,,0.651385977358975,2.22103482483022
1177.3,265.24,2.967,9.49,-7.18,11.90010504,,1177.3,265.24,2.967,8.69,-6.58,10.90010504,,1177.3,265.24,2.967,8.69,-6.58,10.90010504,,0.648087064795278,2.21888522891645
1180.8,265.2,2.967,9.52,-7.15,11.90600269,,1180.8,265.2,2.967,8.72,-6.55,10.90600269,,1180.8,265.2,2.967,8.72,-6.55,10.90600269,,0.644234620026535,2.21503099344333
1184.3,265.06,2.968,9.54,-7.11,11.89805446,,1184.3,265.06,2.968,8.74,-6.51,10.89805446,,1184.3,265.06,2.968,8.74,-6.51,10.89805446,,0.640197146400009,2.21099443094502
1187.7,265.01,2.968,9.58,-7.06,11.90042016,,1187.7,265.01,2.968,8.77,-6.47,10.90042016,,1187.7,265.01,2.968,8.77,-6.47,10.90042016,,0.635868626844423,2.20626541908995
1191.2,264.97,2.968,9.6,-7.03,11.89877725,,1191.2,264.97,2.968,8.79,-6.44,10.89877725,,1191.2,264.97,2.968,8.79,-6.44,10.89877725,,0.632567035696923,2.20296035782087
1194.6,264.83,2.969,9.63,-6.99,11.89945377,,1194.6,264.83,2.969,8.82,-6.4,10.89945377,,1194.6,264.83,2.969,8.82,-6.4,10.89945377,,0.627981816799809,2.19837358504336
1198.1,264.78,2.969,9.65,-6.96,11.89807127,,1198.1,264.78,2.969,8.84,-6.38,10.89807127,,1198.1,264.78,2.969,8.84,-6.38,10.89807127,,0.62467590173237,2.1962001247422
1201.6,264.74,2.969,9.68,-6.93,11.90492755,,1201.6,264.74,2.969,8.87,-6.35,10.90492755,,1201.6,264.74,2.969,8.87,-6.35,10.90492755,,0.620833711889087,2.19235812482541
